id,applicant_account_No.,bank_sort_code,age,sex,education_qualifications,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_loan_amount(allowed),credit_application_acceptance
192999,92778266,235863,25,,Unknown,55200,RENT,3,MEDICAL,4800,7.9,0.09,N,2,Approved,64183,0
209412,78531913,040476,23,,Unknown,60000,RENT,8,PERSONAL,4800,11.71,0.08,N,2,Approved,64184,0
466623,16533954,608309,23,,Unknown,60000,RENT,6,MEDICAL,4800,7.9,0.08,N,3,Approved,64184,0
117202,33456306,405204,23,,Unknown,60000,MORTGAGE,7,DEBTCONSOLIDATION,4800,7.51,0.08,N,3,Approved,64184,0
933685,50943656,301309,28,,Unknown,48000,OWN,4,EDUCATION,3000,7.49,0.06,N,9,Approved,64185,0
522963,47122547,938831,28,,Unknown,48000,MORTGAGE,4,VENTURE,3000,5.79,0.06,N,7,Approved,64185,0
942431,70334127,609263,28,,Unknown,48000,RENT,3,MEDICAL,3000,13.85,0.06,Y,6,Approved,64185,0
276277,89453485,609280,28,,Unknown,48000,MORTGAGE,4,DEBTCONSOLIDATION,3000,11.49,0.06,N,6,Approved,64185,0
273486,21125280,700672,28,,Unknown,48000,RENT,2,EDUCATION,3000,11.89,0.06,N,9,Approved,64185,0
579717,15201743,110001,24,,Unknown,56000,MORTGAGE,8,PERSONAL,3000,12.73,0.05,Y,2,Approved,64187,0
778179,95902624,405162,24,,Unknown,56000,MORTGAGE,2,DEBTCONSOLIDATION,3000,11.86,0.05,N,3,Approved,64187,0
803613,38330814,700319,24,,Unknown,55000,RENT,5,DEBTCONSOLIDATION,1800,11.12,0.03,N,4,Approved,64190,0
931390,83984568,122130,22,,Unknown,60000,RENT,4,EDUCATION,1800,12.18,0.03,N,3,Approved,64191,0
527301,60578295,404869,24,,Unknown,56004,RENT,7,VENTURE,3000,12.23,0.05,Y,2,Approved,64192,0
437814,38329739,400001,24,,Unknown,60516,MORTGAGE,8,DEBTCONSOLIDATION,8400,10.59,0.14,N,2,Approved,64197,0
271330,3498616,400550,48,,Unknown,35004,RENT,3,PERSONAL,3000,8,0.09,N,15,Approved,64201,0
778438,48564708,400002,30,,Unknown,52828,RENT,8,MEDICAL,15000,6.76,0.28,N,8,Approved,64205,0
919491,30140366,406243,29,,Unknown,65004,MORTGAGE,1,PERSONAL,30000,16.77,0.49,Y,9,Approved,64206,0
435270,26639783,232290,37,,Unknown,38400,RENT,0,DEBTCONSOLIDATION,6800,7.51,0.17,N,16,Approved,64209,0
572637,35279734,406283,22,,Unknown,80000,RENT,6,VENTURE,23750,10.99,0.3,N,2,Approved,64216,0
459475,29683080,235889,33,,Unknown,45000,RENT,2,MEDICAL,10000,12.42,0.22,N,10,Approved,64217,0
403457,71855241,405206,33,,Unknown,45000,MORTGAGE,5,DEBTCONSOLIDATION,10000,14.65,0.22,N,6,Approved,64217,0
913755,75456119,609591,33,,Unknown,45000,RENT,4,EDUCATION,10000,15.95,0.22,N,7,Approved,64217,0
986392,34598356,609242,33,,Unknown,45000,RENT,1,EDUCATION,10000,13.16,0.22,Y,5,Approved,64217,0
106419,64588390,165487,27,,Unknown,54996,RENT,2,VENTURE,10000,10.36,0.18,N,7,Approved,64218,0
113815,66072783,301473,27,,Unknown,54996,RENT,1,EDUCATION,10000,12.84,0.18,N,8,Approved,64218,0
724910,97147446,405210,30,,Unknown,50000,MORTGAGE,2,MEDICAL,10750,11.12,0.21,N,9,Approved,64219,0
156741,19228961,086119,25,,Unknown,61000,RENT,3,EDUCATION,12000,14.79,0.2,Y,4,Approved,64223,0
922758,3390931,300001,27,,Unknown,55000,MORTGAGE,7,PERSONAL,10000,10.59,0.18,N,5,Approved,64223,0
216828,21491769,700633,27,,Unknown,55000,MORTGAGE,0,HOMEIMPROVEMENT,10000,8.94,0.18,N,6,Approved,64223,0
402619,27499986,041334,27,,Unknown,55000,RENT,11,HOMEIMPROVEMENT,10000,12.23,0.18,Y,6,Approved,64223,0
990417,8844049,609556,27,,Unknown,55000,RENT,3,EDUCATION,10000,8.94,0.18,N,8,Approved,64223,0
608576,83538634,406250,27,,Unknown,55000,RENT,5,EDUCATION,10000,15.7,0.18,N,5,Approved,64223,0
162164,18520772,230580,27,,Unknown,55000,RENT,8,EDUCATION,10000,13.23,0.18,Y,10,Approved,64223,0
298044,90854281,041300,27,,Unknown,55000,MORTGAGE,11,HOMEIMPROVEMENT,10000,13.92,0.18,Y,8,Approved,64223,0
714619,15935067,622111,27,,Unknown,55000,RENT,4,DEBTCONSOLIDATION,10000,10.75,0.18,N,8,Approved,64223,0
535078,61237361,405069,27,,Unknown,55000,MORTGAGE,0,PERSONAL,10000,10.99,0.18,N,9,Approved,64223,0
555609,12763255,041312,27,,Unknown,55000,MORTGAGE,4,PERSONAL,10000,7.29,0.18,N,8,Approved,64223,0
443228,73004246,405228,27,,Unknown,55000,RENT,0,HOMEIMPROVEMENT,10000,13.61,0.18,N,6,Approved,64223,0
768415,63466325,600109,27,,Unknown,55000,RENT,2,DEBTCONSOLIDATION,10000,13.49,0.18,Y,10,Approved,64223,0
731655,64863116,700512,27,,Unknown,55000,RENT,3,VENTURE,10000,12.99,0.18,Y,8,Approved,64223,0
917295,61899907,010004,31,,Unknown,45000,OWN,4,EDUCATION,5500,13.23,0.12,N,10,Approved,64227,0
413406,9291371,405111,25,,Unknown,57000,RENT,3,MEDICAL,7000,8.94,0.12,N,2,Approved,64229,0
280357,43015307,405188,23,,Unknown,57600,RENT,5,EDUCATION,2000,8.88,0.03,N,3,Approved,64230,0
438148,18222262,608394,25,,Unknown,55000,RENT,4,PERSONAL,4500,6.03,0.08,N,4,Approved,64233,0
276755,4274219,950001,25,,Unknown,55000,RENT,8,VENTURE,4500,12.69,0.08,N,4,Approved,64233,0
535687,5353604,301561,26,,Unknown,52500,MORTGAGE,10,HOMEIMPROVEMENT,4000,10.37,0.08,N,2,Approved,64234,0
897798,49374366,405059,27,,Unknown,50000,MORTGAGE,11,VENTURE,3250,9.32,0.07,N,7,Approved,64235,0
162397,5855233,404878,23,,Unknown,59000,MORTGAGE,3,PERSONAL,3600,16.02,0.06,Y,3,Approved,64236,0
409424,75057273,232862,23,,Unknown,62400,MORTGAGE,1,DEBTCONSOLIDATION,7500,10.08,0.12,N,3,Approved,64240,0
273684,81481301,300059,27,,Unknown,56500,MORTGAGE,4,HOMEIMPROVEMENT,12000,10.37,0.21,N,6,Approved,64245,0
700775,60417861,232866,24,,Unknown,72444,MORTGAGE,8,HOMEIMPROVEMENT,22650,10.65,0.31,N,2,Approved,64247,0
759471,50492355,041313,24,,Unknown,62900,MORTGAGE,2,MEDICAL,11200,16.89,0.16,Y,2,Approved,64255,0
467139,25233433,609500,48,,Unknown,36600,MORTGAGE,18,EDUCATION,6000,5.99,0.16,N,15,Approved,64264,0
477699,32136802,609379,25,,Unknown,62000,RENT,5,EDUCATION,13200,12.99,0.21,Y,4,Approved,64271,0
968869,37056362,405091,37,,Unknown,38000,MORTGAGE,6,VENTURE,6000,13.79,0.16,Y,15,Approved,64271,0
551559,22347515,405176,38,,Unknown,37000,RENT,21,PERSONAL,6000,15.65,0.16,N,9,Approved,64271,0
343999,29059799,150000,26,,Unknown,54996,RENT,2,VENTURE,7200,9.63,0.13,N,3,Approved,64273,0
446639,92610536,041320,22,,Unknown,70000,RENT,3,EDUCATION,12700,14.59,0.17,N,4,Approved,64275,0
971472,47777343,126000,33,,Unknown,42000,OWN,17,VENTURE,5000,8.49,0.12,N,10,Approved,64277,0
629386,44930119,090009,22,,Unknown,65000,MORTGAGE,6,MEDICAL,7200,6.03,0.11,N,3,Approved,64281,0
676809,64783360,405278,22,,Unknown,65000,MORTGAGE,5,DEBTCONSOLIDATION,7200,12.42,0.11,N,2,Approved,64281,0
225583,23871986,609137,22,,Unknown,63000,MORTGAGE,6,EDUCATION,5000,7.74,0.08,N,4,Approved,64284,0
651501,41964248,621000,22,,Unknown,63000,MORTGAGE,6,MEDICAL,5000,7.88,0.08,N,4,Approved,64284,0
378705,45119765,404865,26,,Unknown,52000,MORTGAGE,2,HOMEIMPROVEMENT,3300,10.99,0.06,N,4,Approved,64285,0
983359,17880097,405125,25,,Unknown,54000,RENT,1,MEDICAL,3200,7.88,0.06,N,4,Approved,64286,0
632508,47741633,165760,23,,Unknown,58000,RENT,4,MEDICAL,2400,12.18,0.04,N,2,Approved,64289,0
565964,79680742,230089,25,,Unknown,54252,RENT,0,HOMEIMPROVEMENT,3500,13.47,0.06,N,4,Approved,64300,0
214153,58830140,609104,37,,Unknown,36500,OWN,5,PERSONAL,3200,10.37,0.09,N,17,Approved,64304,0
380089,63517141,608371,26,,Unknown,55640,MORTGAGE,1,VENTURE,8000,10,0.14,N,4,Approved,64309,0
714446,74689444,608365,33,,Unknown,40000,RENT,0,DEBTCONSOLIDATION,1675,12.69,0.04,N,5,Approved,64311,0
799614,73366709,600159,25,,Unknown,54263,RENT,1,MEDICAL,3500,11.66,0.06,Y,4,Approved,64314,0
863915,19312895,165766,21,,Unknown,70800,RENT,5,PERSONAL,10000,10.37,0.14,N,3,Approved,64319,0
734214,97800448,405130,23,,Unknown,69000,RENT,0,EDUCATION,15000,11.26,0.22,N,2,Approved,64322,0
759200,11976932,609267,23,,Unknown,69000,MORTGAGE,5,PERSONAL,15000,6.62,0.22,N,3,Approved,64322,0
403733,18605425,300173,23,,Unknown,69000,MORTGAGE,7,EDUCATION,15000,16.32,0.22,Y,2,Approved,64322,0
897157,88222448,040504,23,,Unknown,69000,RENT,8,PERSONAL,15000,10.65,0.22,N,4,Approved,64322,0
727298,1228637,165345,21,,Unknown,75000,RENT,0,PERSONAL,14400,11.71,0.19,N,2,Approved,64325,0
785370,86224058,165810,29,,Unknown,47133,RENT,5,DEBTCONSOLIDATION,4000,9.99,0.09,N,6,Approved,64325,0
840888,28905331,302885,23,,Unknown,65000,MORTGAGE,0,DEBTCONSOLIDATION,10400,7.66,0.16,N,2,Approved,64327,0
301455,84309989,405198,23,,Unknown,65000,RENT,3,MEDICAL,10400,11.49,0.16,N,2,Approved,64327,0
575558,21403018,405033,30,,Unknown,46900,MORTGAGE,14,MEDICAL,6000,14.27,0.13,N,6,Approved,64327,0
814497,70740931,232320,23,,Unknown,59000,MORTGAGE,7,EDUCATION,3500,5.99,0.06,N,4,Approved,64336,0
502624,94811852,980000,23,,Unknown,57000,OWN,7,EDUCATION,1200,5.42,0.02,N,3,Approved,64342,0
780115,67190537,235797,26,,Unknown,61838,MORTGAGE,2,EDUCATION,16000,8.49,0.24,N,2,Approved,64357,0
439318,96078629,235626,24,,Unknown,55308,MORTGAGE,8,VENTURE,2000,5.42,0.04,N,4,Approved,64359,0
221766,88132589,233504,24,,Unknown,55308,MORTGAGE,8,EDUCATION,2000,11.49,0.04,N,4,Approved,64359,0
193122,14280849,041315,36,,Unknown,42000,OWN,6,VENTURE,11200,6.62,0.27,N,13,Approved,64362,0
710187,13959531,040482,28,,Unknown,58000,RENT,0,MEDICAL,16800,13.85,0.29,N,8,Approved,64364,0
904486,95493877,040079,28,,Unknown,56000,MORTGAGE,11,HOMEIMPROVEMENT,14000,11.49,0.25,N,7,Approved,64367,0
650571,86689438,609303,31,,Unknown,48000,MORTGAGE,13,EDUCATION,10000,15.96,0.02,N,5,Approved,64369,0
387806,43983577,050005,31,,Unknown,48000,MORTGAGE,4,DEBTCONSOLIDATION,10000,13.49,0.21,N,6,Approved,64369,0
300568,45670380,090025,22,,Unknown,76000,RENT,6,DEBTCONSOLIDATION,19200,10.25,0.24,N,4,Approved,64370,0
213421,56414879,239285,29,,Unknown,52000,RENT,1,VENTURE,11000,8.94,0.21,N,8,Approved,64370,0
520320,48207927,300083,22,,Unknown,74000,MORTGAGE,6,DEBTCONSOLIDATION,17000,6.03,0.22,N,2,Approved,64371,0
968788,64931405,405179,24,,Unknown,65000,RENT,5,PERSONAL,13600,11.99,0.21,N,4,Approved,64372,0
943431,26906927,300066,27,,Unknown,54000,RENT,7,DEBTCONSOLIDATION,8500,11.49,0.16,N,6,Approved,64375,0
508497,11205690,608312,24,,Unknown,62000,RENT,3,EDUCATION,10000,13.49,0.16,Y,4,Approved,64376,0
390107,90118498,236078,24,,Unknown,62000,MORTGAGE,2,PERSONAL,10000,7.88,0.16,N,4,Approved,64376,0
304797,81010256,405047,24,,Unknown,62000,RENT,0,MEDICAL,10000,9.99,0.16,N,4,Approved,64376,0
867656,67866213,165501,24,,Unknown,62000,RENT,1,MEDICAL,10000,13.99,0.16,N,2,Approved,64376,0
783328,41576155,700603,24,,Unknown,62000,RENT,1,EDUCATION,10000,9.91,0.16,N,3,Approved,64376,0
758574,68657917,560075,24,,Unknown,62000,RENT,5,PERSONAL,10000,10.99,0.16,N,4,Approved,64376,0
316615,18371018,301495,24,,Unknown,60000,OWN,5,VENTURE,7600,16.49,0.13,N,2,Approved,64379,0
391214,62899543,165050,28,,Unknown,50000,MORTGAGE,4,DEBTCONSOLIDATION,5600,9.63,0.11,N,10,Approved,64379,0
914705,76088394,608386,34,,Unknown,40000,RENT,2,EDUCATION,3600,15.23,0.09,Y,6,Approved,64380,0
919412,77203928,405056,34,,Unknown,40000,MORTGAGE,0,EDUCATION,3600,9.99,0.09,N,6,Approved,64380,0
424918,2770142,165101,25,,Unknown,56000,RENT,4,PERSONAL,5600,9.63,0.1,N,2,Approved,64381,0
984279,63285233,609390,30,,Unknown,45600,MORTGAGE,6,VENTURE,4000,6.54,0.09,N,9,Approved,64381,0
851807,88126954,609230,22,,Unknown,67641,RENT,3,EDUCATION,10000,12.23,0.15,Y,2,Approved,64383,0
193948,71595003,235441,22,,Unknown,64000,MORTGAGE,6,VENTURE,6000,7.49,0.09,N,4,Approved,64383,0
483301,96198496,116701,22,,Unknown,64000,MORTGAGE,6,MEDICAL,6000,11.86,0.09,N,3,Approved,64383,0
351435,98318308,609492,26,,Unknown,57240,OWN,2,EDUCATION,10000,7.51,0.17,N,4,Approved,64386,0
225906,14230628,609587,27,,Unknown,56628,MORTGAGE,1,MEDICAL,12000,9.99,0.21,N,8,Approved,64418,0
276686,58918410,200052,21,,Unknown,79000,RENT,5,EDUCATION,18500,15.33,0.27,N,2,Approved,64421,0
807357,79549698,200070,23,,Unknown,61360,RENT,8,MEDICAL,6125,13.49,0.1,Y,3,Approved,64421,0
198932,48651323,235911,23,,Unknown,63000,MORTGAGE,5,EDUCATION,8000,10.62,0.13,N,3,Approved,64429,0
602459,91410082,041302,26,,Unknown,54000,MORTGAGE,2,VENTURE,5750,12.87,0.1,N,3,Approved,64430,0
202481,27261394,405276,21,,Unknown,64424,MORTGAGE,3,PERSONAL,3200,6.03,0.05,N,3,Approved,64433,0
179904,3840095,700518,29,,Unknown,51360,RENT,0,HOMEIMPROVEMENT,10000,8.49,0.19,N,10,Approved,64443,0
672727,3522124,609371,30,,Unknown,46852,RENT,4,HOMEIMPROVEMENT,5800,13.11,0.13,Y,9,Approved,64455,0
560084,67179367,608376,30,,Unknown,45900,RENT,3,VENTURE,4375,7.29,0.1,N,7,Approved,64455,0
355940,18285016,300098,22,,Unknown,67350,RENT,6,EDUCATION,9600,14.96,0.14,N,4,Approved,64463,0
269117,38024534,165562,26,,Unknown,65000,RENT,3,HOMEIMPROVEMENT,20000,9.99,0.31,N,4,Approved,64463,0
762067,92103676,300250,26,,Unknown,65000,MORTGAGE,0,HOMEIMPROVEMENT,20000,14.74,0.31,Y,2,Approved,64463,0
936635,50409441,230123,34,,Unknown,45000,RENT,1,DEBTCONSOLIDATION,12000,8.9,0.27,N,9,Approved,64463,0
394875,91495381,405037,34,,Unknown,45000,RENT,3,MEDICAL,12000,11.36,0.27,N,6,Approved,64463,0
561327,74958638,234635,27,,Unknown,60000,MORTGAGE,9,DEBTCONSOLIDATION,16500,10.38,0.28,N,7,Approved,64465,0
572616,68817857,609588,23,,Unknown,69996,RENT,7,PERSONAL,16000,11.11,0.23,N,4,Approved,64466,0
191408,65185937,301657,26,,Unknown,65004,MORTGAGE,10,HOMEIMPROVEMENT,20000,11.36,0.31,N,2,Approved,64468,0
261206,76208439,405132,28,,Unknown,47844,OWN,7,PERSONAL,2500,13.61,0.05,N,9,Approved,64468,0
969493,84550430,600168,28,,Unknown,55000,MORTGAGE,3,VENTURE,12500,9.99,0.23,N,9,Approved,64469,0
717118,91748317,231976,28,,Unknown,55000,MORTGAGE,11,VENTURE,12500,7.9,0.23,N,10,Approved,64469,0
689858,91122918,159900,28,,Unknown,55000,MORTGAGE,12,EDUCATION,12500,10.59,0.23,N,6,Approved,64469,0
886193,92187837,608362,22,,Unknown,75000,RENT,2,EDUCATION,18000,11.49,0.24,N,4,Approved,64470,0
183302,20078660,405143,22,,Unknown,75000,MORTGAGE,6,VENTURE,18000,5.79,0.24,N,2,Approved,64470,0
139226,2196722,165709,28,,Unknown,48562,RENT,4,VENTURE,3500,8,0.07,N,5,Approved,64470,0
144313,45222665,609189,23,,Unknown,70000,MORTGAGE,7,EDUCATION,16000,14.42,0.23,Y,4,Approved,64471,0
674358,31732386,602610,25,,Unknown,60000,MORTGAGE,8,HOMEIMPROVEMENT,10500,7.74,0.17,N,2,Approved,64474,0
531813,50838179,301631,29,,Unknown,50000,OWN,4,VENTURE,8000,14.72,0.16,Y,9,Approved,64474,0
198316,77076818,185005,29,,Unknown,50000,RENT,5,DEBTCONSOLIDATION,8000,7.51,0.16,N,10,Approved,64474,0
900688,48118683,041307,29,,Unknown,50000,MORTGAGE,13,PERSONAL,8000,10.38,0.16,N,6,Approved,64474,0
520090,22403694,040400,29,,Unknown,50000,OWN,8,VENTURE,8000,13.49,0.16,Y,7,Approved,64474,0
266291,75235307,165187,29,,Unknown,50000,RENT,5,MEDICAL,8000,9.63,0.16,N,7,Approved,64474,0
667437,90762974,820403,29,,Unknown,50000,MORTGAGE,7,DEBTCONSOLIDATION,8000,11.71,0.16,N,10,Approved,64474,0
983610,93221988,080050,22,,Unknown,70000,RENT,6,EDUCATION,12500,11.49,0.19,N,2,Approved,64475,0
805696,48705330,301242,30,,Unknown,47000,RENT,4,MEDICAL,6000,12.42,0.13,N,6,Approved,64477,0
791938,70309562,608384,26,,Unknown,55000,RENT,0,DEBTCONSOLIDATION,7000,7.9,0.13,N,2,Approved,64478,0
662636,23053482,185050,26,,Unknown,55000,RENT,10,HOMEIMPROVEMENT,7000,9.64,0.13,N,3,Approved,64478,0
340646,32404163,501032,26,,Unknown,55000,MORTGAGE,0,DEBTCONSOLIDATION,7000,8.59,0.13,N,2,Approved,64478,0
605567,90219747,700808,24,,Unknown,60000,MORTGAGE,8,HOMEIMPROVEMENT,7500,6.17,0.12,N,4,Approved,64479,0
120556,70217935,608368,24,,Unknown,60000,MORTGAGE,8,VENTURE,7500,11.34,0.13,Y,3,Approved,64479,0
528552,61277841,165221,24,,Unknown,60000,RENT,3,VENTURE,7500,7.88,0.13,N,4,Approved,64479,0
954492,96631233,406377,24,,Unknown,60000,RENT,1,MEDICAL,7500,10.39,0.13,N,3,Approved,64479,0
337743,96378201,301275,24,,Unknown,60000,MORTGAGE,8,MEDICAL,7500,9.32,0.13,N,4,Approved,64479,0
964560,32448993,300030,24,,Unknown,60000,OWN,0,PERSONAL,7500,13.61,0.13,Y,2,Approved,64479,0
731112,70486756,231618,24,,Unknown,60000,MORTGAGE,8,DEBTCONSOLIDATION,7500,6.62,0.13,N,4,Approved,64479,0
351654,1222666,041304,21,,Unknown,70000,RENT,3,MEDICAL,9000,11.86,0.13,N,3,Approved,64480,0
704176,43926415,231134,24,,Unknown,63755,RENT,1,HOMEIMPROVEMENT,12000,13.98,0.19,Y,2,Approved,64480,0
434855,33386686,235863,34,,Unknown,40000,RENT,2,DEBTCONSOLIDATION,3500,10.59,0.09,N,9,Approved,64480,0
182991,7739059,040476,34,,Unknown,40000,RENT,0,EDUCATION,3500,6.91,0.09,N,7,Approved,64480,0
392971,70132723,608309,22,,Unknown,65000,RENT,2,MEDICAL,7000,10.59,0.11,N,4,Approved,64482,0
102653,14759178,405204,22,,Unknown,65000,RENT,2,DEBTCONSOLIDATION,7000,13.99,0.11,N,2,Approved,64482,0
300029,79733458,301309,22,,Unknown,65000,RENT,3,EDUCATION,7000,12.69,0.11,N,2,Approved,64482,0
811591,95062898,938831,22,,Unknown,65000,RENT,3,VENTURE,7000,8.9,0.11,N,4,Approved,64482,0
321683,60773446,609263,22,,Unknown,65000,RENT,4,EDUCATION,7000,15.27,0.11,Y,3,Approved,64482,0
374463,71344305,609280,22,,Unknown,65000,MORTGAGE,6,PERSONAL,7000,12.69,0.11,N,4,Approved,64482,0
924790,34200120,700672,22,,Unknown,65000,RENT,1,EDUCATION,7000,7.88,0.11,N,4,Approved,64482,0
637466,82527850,110001,22,,Unknown,65000,RENT,6,VENTURE,7000,5.79,0.11,N,2,Approved,64482,0
358965,60701288,405162,22,,Unknown,65000,MORTGAGE,6,PERSONAL,7000,6.99,0.11,N,4,Approved,64482,0
890990,36689085,700319,22,,Unknown,65000,MORTGAGE,4,EDUCATION,7000,7.51,0.11,N,3,Approved,64482,0
990602,62058260,122130,22,,Unknown,65000,MORTGAGE,4,MEDICAL,7000,7.14,0.11,N,2,Approved,64482,0
807770,98115996,404869,22,,Unknown,65000,MORTGAGE,6,MEDICAL,7000,12.42,0.11,N,4,Approved,64482,0
565480,17547254,400001,22,,Unknown,65000,MORTGAGE,6,EDUCATION,7000,14.65,0.11,Y,2,Approved,64482,0
962196,92863987,400550,22,,Unknown,65000,MORTGAGE,6,PERSONAL,7000,7.49,0.11,N,4,Approved,64482,0
704851,33654102,400002,22,,Unknown,65000,RENT,5,EDUCATION,7000,9.32,0.11,N,4,Approved,64482,0
330105,78943708,406243,30,,Unknown,45000,MORTGAGE,5,PERSONAL,3000,7.05,0.07,N,9,Approved,64484,0
868342,56631944,232290,30,,Unknown,45000,MORTGAGE,2,MEDICAL,3000,10.99,0.07,N,5,Approved,64484,0
870600,80803819,406283,30,,Unknown,45000,RENT,1,PERSONAL,3000,7.49,0.07,N,8,Approved,64484,0
222677,24152561,235889,35,,Unknown,38000,OWN,9,VENTURE,2000,12.53,0.05,N,7,Approved,64484,0
487464,83804017,405206,23,,Unknown,60000,OWN,7,VENTURE,4500,6.76,0.07,N,4,Approved,64485,0
963123,79938090,609591,23,,Unknown,60000,MORTGAGE,7,PERSONAL,4500,13.49,0.07,Y,3,Approved,64485,0
279880,39116091,609242,23,,Unknown,60000,MORTGAGE,8,DEBTCONSOLIDATION,4500,13.22,0.07,Y,3,Approved,64485,0
238142,14428092,165487,23,,Unknown,60000,MORTGAGE,7,EDUCATION,4500,5.42,0.07,N,3,Approved,64485,0
247619,31000282,301473,27,,Unknown,50000,MORTGAGE,5,MEDICAL,3000,5.99,0.06,N,7,Approved,64485,0
160568,1602230,405210,27,,Unknown,50000,RENT,11,MEDICAL,3000,7.68,0.06,N,9,Approved,64485,0
432049,30488683,086119,27,,Unknown,50000,MORTGAGE,0,EDUCATION,3000,7.68,0.06,N,7,Approved,64485,0
569151,65183740,300001,27,,Unknown,50000,MORTGAGE,3,PERSONAL,3000,6.99,0.06,N,8,Approved,64485,0
258378,23618200,700633,27,,Unknown,50000,MORTGAGE,1,MEDICAL,3000,8.9,0.06,N,10,Approved,64485,0
398075,74051304,041334,27,,Unknown,50000,MORTGAGE,6,EDUCATION,3000,7.14,0.06,N,8,Approved,64485,0
782398,77003815,609556,27,,Unknown,50000,MORTGAGE,7,DEBTCONSOLIDATION,3000,5.79,0.06,N,9,Approved,64485,0
664964,22980746,406250,27,,Unknown,50000,RENT,2,VENTURE,3000,13.85,0.06,Y,10,Approved,64485,0
165477,9846055,230580,27,,Unknown,50000,MORTGAGE,11,MEDICAL,3000,5.42,0.06,N,10,Approved,64485,0
728660,21058453,041300,27,,Unknown,50000,MORTGAGE,8,DEBTCONSOLIDATION,3000,11.49,0.06,N,6,Approved,64485,0
355706,19470726,622111,27,,Unknown,50000,MORTGAGE,2,PERSONAL,3000,7.14,0.06,N,7,Approved,64485,0
814040,84872323,405069,27,,Unknown,50000,MORTGAGE,4,DEBTCONSOLIDATION,3000,13.98,0.06,Y,7,Approved,64485,0
611461,8197105,041312,27,,Unknown,50000,RENT,5,HOMEIMPROVEMENT,3000,10.99,0.06,N,9,Approved,64485,0
594337,34883302,405228,25,,Unknown,54000,RENT,3,DEBTCONSOLIDATION,3000,14.26,0.06,Y,3,Approved,64486,0
108435,58426069,600109,25,,Unknown,54000,RENT,4,EDUCATION,3000,6.76,0.06,N,4,Approved,64486,0
217279,89584943,700512,33,,Unknown,40000,RENT,2,EDUCATION,1500,13.16,0.04,N,9,Approved,64487,0
624902,16561845,010004,22,,Unknown,60000,RENT,3,PERSONAL,1500,10.65,0.03,N,4,Approved,64491,0
267221,60372846,405111,22,,Unknown,60000,MORTGAGE,3,MEDICAL,1500,5.99,0.03,N,2,Approved,64491,0
996857,57617958,405188,22,,Unknown,60000,RENT,1,VENTURE,1500,9.99,0.03,N,4,Approved,64491,0
903293,27670855,608394,22,,Unknown,60000,MORTGAGE,2,PERSONAL,1500,12.87,0.03,Y,2,Approved,64491,0
228773,25573771,950001,22,,Unknown,60000,RENT,6,PERSONAL,1500,10.25,0.03,N,4,Approved,64491,0
753298,71287443,301561,24,,Unknown,55000,MORTGAGE,8,PERSONAL,1500,6.99,0.03,N,4,Approved,64491,0
925261,15380400,405059,26,,Unknown,50400,RENT,0,EDUCATION,1000,11.89,0.02,N,2,Approved,64512,0
872367,53536777,404878,24,,Unknown,69000,MORTGAGE,3,PERSONAL,18250,16.02,0.26,N,2,Approved,64518,0
649107,42971618,232862,23,,Unknown,65000,MORTGAGE,3,MEDICAL,10200,11.99,0.16,N,4,Approved,64527,0
535157,44207827,300059,23,,Unknown,65000,RENT,5,PERSONAL,10200,11.71,0.16,N,4,Approved,64527,0
416187,13713346,232866,23,,Unknown,65000,MORTGAGE,7,EDUCATION,10200,7.88,0.16,N,4,Approved,64527,0
112063,27629905,041313,27,,Unknown,53000,MORTGAGE,6,HOMEIMPROVEMENT,7000,11.66,0.13,Y,10,Approved,64527,0
220440,83682556,609500,26,,Unknown,61200,OWN,10,VENTURE,15000,6.99,0.25,N,3,Approved,64528,0
918369,75061949,609379,27,,Unknown,58200,MORTGAGE,1,VENTURE,14000,10.74,0.24,N,5,Approved,64538,0
678101,96614938,405091,53,,Unknown,45000,RENT,0,DEBTCONSOLIDATION,7000,5.42,0.16,N,29,Approved,64547,0
885138,2091403,405176,64,,Unknown,51996,OWN,16,PERSONAL,2000,7.49,0.04,N,20,Approved,64555,0
393307,33344197,150000,23,,Unknown,60500,OWN,6,EDUCATION,5000,14.27,0.08,N,4,Approved,64559,0
804511,24949977,041320,36,,Unknown,42000,RENT,2,MEDICAL,11000,9.63,0.27,N,13,Approved,64562,0
160623,52367984,126000,26,,Unknown,57000,MORTGAGE,8,PERSONAL,9500,9.88,0.17,N,4,Approved,64575,0
718494,86097075,090009,26,,Unknown,57000,MORTGAGE,7,EDUCATION,9500,10.37,0.17,N,4,Approved,64575,0
953288,89011895,405278,24,,Unknown,62000,MORTGAGE,2,DEBTCONSOLIDATION,9800,7.88,0.15,N,2,Approved,64576,0
935049,11373631,609137,24,,Unknown,60000,OWN,8,HOMEIMPROVEMENT,7400,14.75,0.12,N,2,Approved,64579,0
948015,43521081,621000,29,,Unknown,48000,MORTGAGE,5,DEBTCONSOLIDATION,5000,10.36,0.1,N,7,Approved,64579,0
403935,70772715,404865,29,,Unknown,48000,RENT,4,VENTURE,5000,5.42,0.1,N,8,Approved,64579,0
205666,89238747,405125,29,,Unknown,48000,RENT,4,DEBTCONSOLIDATION,5000,10.65,0.1,N,10,Approved,64579,0
